# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.1.0 Manufacturer: Xiaomi Model: MI 8 Pro
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,1546769,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,2,0.0,16431,220365923424726,21,32.9361686706543,-103.79323866402773,0.004098145291209221,1,-25652.543390773943,0.09719590904478705,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546770,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,6,0.0,16431,220365920637755,25,30.891380310058594,221.51094574350282,0.004889342468231916,1,96263.68042817472,0.0975915076332984,1.57542003E9,,,,1,,1,,1.57542003E9
Raw,1546770,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,12,0.0,16397,220365930290566,18,34.922237396240234,273.72241281800234,0.0032604974694550037,1,58724.724131937146,0.0016302487347275019,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546770,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,14,0.0,16,3862889,1000000000,11.217134475708008,-145.0771908051904,2.99792458E8,4,-34838.97428385351,3.4028234663852886E38,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546770,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,24,0.0,16431,220365922761769,24,31.365663528442383,583.9513598440935,0.5386692978724423,4,286247.06947225134,3.4028234663852886E38,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546771,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,25,0.0,16431,220365931392867,18,34.786224365234375,-150.43977933475617,0.0033119556028395887,1,-32577.692855545272,0.09680281420060223,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546771,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,29,0.0,16431,220365929088564,31,28.298547744750977,-507.0644735146334,0.6777321109461067,4,-264960.21909704944,3.4028234663852886E38,1.57542003E9,,,,1,,1,,1.57542003E9
Raw,1546771,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,31,0.0,16,980665,1000000000,12.39459228515625,-651.6712241724395,2.99792458E8,4,-327618.80130864953,3.4028234663852886E38,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546772,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,32,0.0,39,3924733971,81,16.620071411132812,116.59660352199631,1.202116732363022,4,964.5090547518312,3.4028234663852886E38,1.57542003E9,,,,0,,1,,1.57542003E9
Raw,1546772,500769000000,,,-1238850265230654553,0.0,11.25625650601474,,,0,6,0.0,16409,220365920637902,18,28.175329208374023,221.5033504873752,0.6853505384884233,4,115834.53891389418,3.4028234663852886E38,1.17645005E9,,,,0,,1,,1.17645005E9
